game,Set,Set ID,name,English Name,card #,rarity,image_url
Pokemon	เมก้า ดรีมex	MA3	โรสเรด ของชิโรนะ	Cynthia's Roserade	010/193	U
Pokemon	เมก้า ดรีมex	MA3	โรสเรด ของชิโรนะ	Cynthia's Roserade	010/193	PB
Pokemon	เมก้า ดรีมex	MA3	โรสเรด ของชิโรนะ	Cynthia's Roserade	010/193	EH
Pokemon	เมก้า ดรีมex	MA3	ซึโบมี	Budew	011/193	C
Pokemon	เมก้า ดรีมex	MA3	ซึโบมี	Budew	011/193	PB
Pokemon	เมก้า ดรีมex	MA3	ซึโบมี	Budew	011/193	EH
Pokemon	เมก้า ดรีมex	MA3	เชมิน	Shaymin	012/193	U
Pokemon	เมก้า ดรีมex	MA3	เชมิน	Shaymin	012/193	PB
Pokemon	เมก้า ดรีมex	MA3	เชมิน	Shaymin	012/193	EH
Pokemon	เมก้า ดรีมex	MA3	อิชิซึไม	Dwebble	013/193	C
Pokemon	เมก้า ดรีมex	MA3	อิชิซึไม	Dwebble	013/193	PB
Pokemon	เมก้า ดรีมex	MA3	อิชิซึไม	Dwebble	013/193	EH
Pokemon	เมก้า ดรีมex	MA3	อิวาพาเลซ	Crustle	014/193	U
Pokemon	เมก้า ดรีมex	MA3	อิวาพาเลซ	Crustle	014/193	PB
Pokemon	เมก้า ดรีมex	MA3	อิวาพาเลซ	Crustle	014/193	EH
Pokemon	เมก้า ดรีมex	MA3	ทามันทูล่า ของแก๊งร็อกเกต	Team Rocket's Tarountula	015/193	C
Pokemon	เมก้า ดรีมex	MA3	ทามันทูล่า ของแก๊งร็อกเกต	Team Rocket's Tarountula	015/193	PB
Pokemon	เมก้า ดรีมex	MA3	ทามันทูล่า ของแก๊งร็อกเกต	Team Rocket's Tarountula	015/193	EH
Pokemon	เมก้า ดรีมex	MA3	วาไนเดอร์ ของแก๊งร็อกเกต	Team Rocket's Spidops	016/193	U
Pokemon	เมก้า ดรีมex	MA3	วาไนเดอร์ ของแก๊งร็อกเกต	Team Rocket's Spidops	016/193	PB
Pokemon	เมก้า ดรีมex	MA3	วาไนเดอร์ ของแก๊งร็อกเกต	Team Rocket's Spidops	016/193	EH
Pokemon	เมก้า ดรีมex	MA3	โอการ์ปอง หน้ากากสีทีล ex	Teal Mask Ogerpon ex	017/193	RR
Pokemon	เมก้า ดรีมex	MA3	มักแม็ก ของฮิบิกิ	Ethan's Slugma	018/193	C
Pokemon	เมก้า ดรีมex	MA3	มักแม็ก ของฮิบิกิ	Ethan's Slugma	018/193	PB
Pokemon	เมก้า ดรีมex	MA3	มักแม็ก ของฮิบิกิ	Ethan's Slugma	018/193	EH
Pokemon	เมก้า ดรีมex	MA3	มักคาร์โก ของฮิบิกิ	Ethan's Magcargo	019/193	U
Pokemon	เมก้า ดรีมex	MA3	มักคาร์โก ของฮิบิกิ	Ethan's Magcargo	019/193	PB
Pokemon	เมก้า ดรีมex	MA3	มักคาร์โก ของฮิบิกิ	Ethan's Magcargo	019/193	EH
Pokemon	เมก้า ดรีมex	MA3	เอ็นเต	Entei	020/193	R
Pokemon	เมก้า ดรีมex	MA3	เอ็นเต	Entei	020/193	PB
Pokemon	เมก้า ดรีมex	MA3	เอ็นเต	Entei	020/193	EH
Pokemon	เมก้า ดรีมex	MA3	โฮโอ ex ของฮิบิกิ	Ethan's Ho-Oh ex	021/193	RR
Pokemon	เมก้า ดรีมex	MA3	ดอนเมล	Numel	022/193	C
Pokemon	เมก้า ดรีมex	MA3	ดอนเมล	Numel	022/193	PB
Pokemon	เมก้า ดรีมex	MA3	ดอนเมล	Numel	022/193	EH
Pokemon	เมก้า ดรีมex	MA3	บาคูดา	Camerupt	023/193	U
Pokemon	เมก้า ดรีมex	MA3	บาคูดา	Camerupt	023/193	PB
Pokemon	เมก้า ดรีมex	MA3	บาคูดา	Camerupt	023/193	EH
Pokemon	เมก้า ดรีมex	MA3	โพคาบู	Tepig	024/193	C
Pokemon	เมก้า ดรีมex	MA3	โพคาบู	Tepig	024/193	PB
Pokemon	เมก้า ดรีมex	MA3	โพคาบู	Tepig	024/193	EH
Pokemon	เมก้า ดรีมex	MA3	จาโอบู	Pignite	025/193	U
Pokemon	เมก้า ดรีมex	MA3	จาโอบู	Pignite	025/193	PB
Pokemon	เมก้า ดรีมex	MA3	จาโอบู	Pignite	025/193	EH
Pokemon	เมก้า ดรีมex	MA3	เอ็นบูโอ	Emboar	026/193	R
Pokemon	เมก้า ดรีมex	MA3	เอ็นบูโอ	Emboar	026/193	PB
Pokemon	เมก้า ดรีมex	MA3	เอ็นบูโอ	Emboar	026/193	EH
Pokemon	เมก้า ดรีมex	MA3	ดารุมักกะ ของ N	N's Darumaka	027/193	C
Pokemon	เมก้า ดรีมex	MA3	ดารุมักกะ ของ N	N's Darumaka	027/193	PB
Pokemon	เมก้า ดรีมex	MA3	ดารุมักกะ ของ N	N's Darumaka	027/193	EH
Pokemon	เมก้า ดรีมex	MA3	ฮิฮิดารุมะ ของ N	N's Darmanitan	028/193	U
Pokemon	เมก้า ดรีมex	MA3	ฮิฮิดารุมะ ของ N	N's Darmanitan	028/193	PB
Pokemon	เมก้า ดรีมex	MA3	ฮิฮิดารุมะ ของ N	N's Darmanitan	028/193	EH
Pokemon	เมก้า ดรีมex	MA3	เรชิรัม ex	Reshiram ex	029/193	RR
Pokemon	เมก้า ดรีมex	MA3	คาร์โบ	Charcadet	030/193	C
Pokemon	เมก้า ดรีมex	MA3	คาร์โบ	Charcadet	030/193	PB
Pokemon	เมก้า ดรีมex	MA3	คาร์โบ	Charcadet	030/193	EH
Pokemon	เมก้า ดรีมex	MA3	โซเบลดส์ ex	Ceruledge ex	031/193	RR
Pokemon	เมก้า ดรีมex	MA3	โคดัก	Psyduck	032/193	C
Pokemon	เมก้า ดรีมex	MA3	โคดัก	Psyduck	032/193	PB
Pokemon	เมก้า ดรีมex	MA3	โคดัก	Psyduck	032/193	EH
Pokemon	เมก้า ดรีมex	MA3	โกลดัก	Golduck	033/193	U
Pokemon	เมก้า ดรีมex	MA3	โกลดัก	Golduck	033/193	PB
Pokemon	เมก้า ดรีมex	MA3	โกลดัก	Golduck	033/193	EH
Pokemon	เมก้า ดรีมex	MA3	ฟรีเซอร์ ของแก๊งร็อกเกต	Team Rocket's Articuno	034/193	R
Pokemon	เมก้า ดรีมex	MA3	ฟรีเซอร์ ของแก๊งร็อกเกต	Team Rocket's Articuno	034/193	PB
Pokemon	เมก้า ดรีมex	MA3	ฟรีเซอร์ ของแก๊งร็อกเกต	Team Rocket's Articuno	034/193	EH
Pokemon	เมก้า ดรีมex	MA3	ยูกิวาราชิ	Snorunt	035/193	C
Pokemon	เมก้า ดรีมex	MA3	ยูกิวาราชิ	Snorunt	035/193	PB
Pokemon	เมก้า ดรีมex	MA3	ยูกิวาราชิ	Snorunt	035/193	EH
Pokemon	เมก้า ดรีมex	MA3	เมก้ายูกิเมโนโกะ ex	Mega Froslass ex	036/193	RR
Pokemon	เมก้า ดรีมex	MA3	วานิเพ็ตติ ของ N	N's Vanillite	037/193	C
Pokemon	เมก้า ดรีมex	MA3	วานิเพ็ตติ ของ N	N's Vanillite	037/193	PB
Pokemon	เมก้า ดรีมex	MA3	วานิเพ็ตติ ของ N	N's Vanillite	037/193	EH
Pokemon	เมก้า ดรีมex	MA3	วานิริช ของ N	N's Vanillish	038/193	U
Pokemon	เมก้า ดรีมex	MA3	วานิริช ของ N	N's Vanillish	038/193	PB
Pokemon	เมก้า ดรีมex	MA3	วานิริช ของ N	N's Vanillish	038/193	EH
Pokemon	เมก้า ดรีมex	MA3	ไบวานิลลา ของ N	N's Vanilluxe	039/193	U
Pokemon	เมก้า ดรีมex	MA3	ไบวานิลลา ของ N	N's Vanilluxe	039/193	PB
Pokemon	เมก้า ดรีมex	MA3	ไบวานิลลา ของ N	N's Vanilluxe	039/193	EH
Pokemon	เมก้า ดรีมex	MA3	ยูกิฮามิ	Snom	040/193	C
Pokemon	เมก้า ดรีมex	MA3	ยูกิฮามิ	Snom	040/193	PB
Pokemon	เมก้า ดรีมex	MA3	ยูกิฮามิ	Snom	040/193	EH
Pokemon	เมก้า ดรีมex	MA3	มอสโนว์	Frosmoth	041/193	U
Pokemon	เมก้า ดรีมex	MA3	มอสโนว์	Frosmoth	041/193	PB
Pokemon	เมก้า ดรีมex	MA3	มอสโนว์	Frosmoth	041/193	EH
Pokemon	เมก้า ดรีมex	MA3	บลิซซาพอส	Glastrier	042/193	U
Pokemon	เมก้า ดรีมex	MA3	บลิซซาพอส	Glastrier	042/193	PB
Pokemon	เมก้า ดรีมex	MA3	บลิซซาพอส	Glastrier	042/193	EH
Pokemon	เมก้า ดรีมex	MA3	เป้าเจี้ยน	Chien-Pao	043/193	R
Pokemon	เมก้า ดรีมex	MA3	เป้าเจี้ยน	Chien-Pao	043/193	PB
Pokemon	เมก้า ดรีมex	MA3	เป้าเจี้ยน	Chien-Pao	043/193	EH
Pokemon	เมก้า ดรีมex	MA3	พิคาชู ex	Pikachu ex	044/193	RR
Pokemon	เมก้า ดรีมex	MA3	คอยล์	Magnemite	045/193	C
Pokemon	เมก้า ดรีมex	MA3	คอยล์	Magnemite	045/193	PB
Pokemon	เมก้า ดรีมex	MA3	คอยล์	Magnemite	045/193	EH
Pokemon	เมก้า ดรีมex	MA3	แรคอยล์	Magneton	046/193	U
Pokemon	เมก้า ดรีมex	MA3	แรคอยล์	Magneton	046/193	PB
Pokemon	เมก้า ดรีมex	MA3	แรคอยล์	Magneton	046/193	EH
Pokemon	เมก้า ดรีมex	MA3	ชิบิชิราซึ	Tynamo	047/193	C
Pokemon	เมก้า ดรีมex	MA3	ชิบิชิราซึ	Tynamo	047/193	PB
Pokemon	เมก้า ดรีมex	MA3	ชิบิชิราซึ	Tynamo	047/193	EH
Pokemon	เมก้า ดรีมex	MA3	ชิบิบีล	Eelektrik	048/193	U
Pokemon	เมก้า ดรีมex	MA3	ชิบิบีล	Eelektrik	048/193	PB
Pokemon	เมก้า ดรีมex	MA3	ชิบิบีล	Eelektrik	048/193	EH
Pokemon	เมก้า ดรีมex	MA3	เมก้าชิบิรูดอน ex	Mega Eelektross ex	049/193	RR
Pokemon	เมก้า ดรีมex	MA3	มักเกียว	Stunfisk	050/193	C
Pokemon	เมก้า ดรีมex	MA3	มักเกียว	Stunfisk	050/193	PB
Pokemon	เมก้า ดรีมex	MA3	มักเกียว	Stunfisk	050/193	EH
Pokemon	เมก้า ดรีมex	MA3	เซครอม ex	Zekrom ex	051/193	RR
Pokemon	เมก้า ดรีมex	MA3	เอลิคิเทล	Helioptile	052/193	C
Pokemon	เมก้า ดรีมex	MA3	เอลิคิเทล	Helioptile	052/193	PB
Pokemon	เมก้า ดรีมex	MA3	เอลิคิเทล	Helioptile	052/193	EH
Pokemon	เมก้า ดรีมex	MA3	เอเลซาร์ด	Heliolisk	053/193	U
Pokemon	เมก้า ดรีมex	MA3	เอเลซาร์ด	Heliolisk	053/193	PB
Pokemon	เมก้า ดรีมex	MA3	เอเลซาร์ด	Heliolisk	053/193	EH
Pokemon	เมก้า ดรีมex	MA3	คาปู โคเคโค	Tapu Koko	054/193	R
Pokemon	เมก้า ดรีมex	MA3	คาปู โคเคโค	Tapu Koko	054/193	PB
Pokemon	เมก้า ดรีมex	MA3	คาปู โคเคโค	Tapu Koko	054/193	EH
Pokemon	เมก้า ดรีมex	MA3	เซราโอรา	Zeraora	055/193	R
Pokemon	เมก้า ดรีมex	MA3	เซราโอรา	Zeraora	055/193	PB
Pokemon	เมก้า ดรีมex	MA3	เซราโอรา	Zeraora	055/193	EH
Pokemon	เมก้า ดรีมex	MA3	ซุพีคา ของนันจาโม	Iono's Tadbulb	056/193	C
Pokemon	เมก้า ดรีมex	MA3	ซุพีคา ของนันจาโม	Iono's Tadbulb	056/193	PB
Pokemon	เมก้า ดรีมex	MA3	ซุพีคา ของนันจาโม	Iono's Tadbulb	056/193	EH
Pokemon	เมก้า ดรีมex	MA3	ฮาราบารี ex ของนันจาโม	Iono's Bellibolt ex	057/193	RR
Pokemon	เมก้า ดรีมex	MA3	ไคเด็น ของนันจาโม	Iono's Wattrel	058/193	C
Pokemon	เมก้า ดรีมex	MA3	ไคเด็น ของนันจาโม	Iono's Wattrel	058/193	PB
Pokemon	เมก้า ดรีมex	MA3	ไคเด็น ของนันจาโม	Iono's Wattrel	058/193	EH
Pokemon	เมก้า ดรีมex	MA3	ไทไคเด็น ของนันจาโม	Iono's Kilowattrel	059/193	U
Pokemon	เมก้า ดรีมex	MA3	ไทไคเด็น ของนันจาโม	Iono's Kilowattrel	059/193	PB
Pokemon	เมก้า ดรีมex	MA3	ไทไคเด็น ของนันจาโม	Iono's Kilowattrel	059/193	EH
Pokemon	เมก้า ดรีมex	MA3	ปิปปี ex ของลิเลีย	Lillie's Clefairy ex	060/193	RR
Pokemon	เมก้า ดรีมex	MA3	ทามะทามะ ของแก๊งร็อกเกต	Team Rocket's Exeggcute	061/193	C
Pokemon	เมก้า ดรีมex	MA3	ทามะทามะ ของแก๊งร็อกเกต	Team Rocket's Exeggcute	061/193	PB
Pokemon	เมก้า ดรีมex	MA3	ทามะทามะ ของแก๊งร็อกเกต	Team Rocket's Exeggcute	061/193	EH
Pokemon	เมก้า ดรีมex	MA3	นัชชี ของแก๊งร็อกเกต	Team Rocket's Exeggutor	062/193	U
Pokemon	เมก้า ดรีมex	MA3	ทามะทามะ ของแก๊งร็อกเกต	Team Rocket's Exeggcute	061/193	PB
Pokemon	เมก้า ดรีมex	MA3	นัชชี ของแก๊งร็อกเกต	Team Rocket's Exeggutor	062/193	EH
Pokemon	เมก้า ดรีมex	MA3	มิวทู ex ของแก๊งร็อกเกต	Team Rocket's Mewtwo ex	063/193	R
Pokemon	เมก้า ดรีมex	MA3	โทเกปี	Togepi	064/193	C
Pokemon	เมก้า ดรีมex	MA3	โทเกปี	Togepi	064/193	PB
Pokemon	เมก้า ดรีมex	MA3	โทเกปี	Togepi	064/193	EH
Pokemon	เมก้า ดรีมex	MA3	โทเกชิก	Togetic	065/193	U
Pokemon	เมก้า ดรีมex	MA3	โทเกชิก	Togetic	065/193	PB
Pokemon	เมก้า ดรีมex	MA3	โทเกชิก	Togetic	065/193	EH
Pokemon	เมก้า ดรีมex	MA3	โทเกคิส	Togekiss	066/193	R
Pokemon	เมก้า ดรีมex	MA3	โทเกคิส	Togekiss	066/193	PB
Pokemon	เมก้า ดรีมex	MA3	โทเกคิส	Togekiss	066/193	EH
Pokemon	เมก้า ดรีมex	MA3	มูมา	Misdreavus	067/193	C
Pokemon	เมก้า ดรีมex	MA3	มูมา	Misdreavus	067/193	PB
Pokemon	เมก้า ดรีมex	MA3	มูมา	Misdreavus	067/193	EH
Pokemon	เมก้า ดรีมex	MA3	มูมาจิ	Mismagius	068/193	C
Pokemon	เมก้า ดรีมex	MA3	มูมาจิ	Mismagius	068/193	PB
Pokemon	เมก้า ดรีมex	MA3	มูมาจิ	Mismagius	068/193	EH
Pokemon	เมก้า ดรีมex	MA3	ราลทซ์	Ralts	069/193	C
Pokemon	เมก้า ดรีมex	MA3	ราลทซ์	Ralts	069/193	PB
Pokemon	เมก้า ดรีมex	MA3	ราลทซ์	Ralts	069/193	EH
Pokemon	เมก้า ดรีมex	MA3	เคอเรีย	Kirlia	070/193	C
Pokemon	เมก้า ดรีมex	MA3	เคอเรีย	Kirlia	070/193	PB
Pokemon	เมก้า ดรีมex	MA3	เคอเรีย	Kirlia	070/193	EH
Pokemon	เมก้า ดรีมex	MA3	เมก้าเซอไนท์ ex	Mega Gardevoir ex	071/193	RR
Pokemon	เมก้า ดรีมex	MA3	โยมาวารุ	Duskull	072/193	C
Pokemon	เมก้า ดรีมex	MA3	โยมาวารุ	Duskull	072/193	PB
Pokemon	เมก้า ดรีมex	MA3	โยมาวารุ	Duskull	072/193	EH
Pokemon	เมก้า ดรีมex	MA3	ซามาโยรุ	Dusclops	073/193	U
Pokemon	เมก้า ดรีมex	MA3	ซามาโยรุ	Dusclops	073/193	PB
Pokemon	เมก้า ดรีมex	MA3	ซามาโยรุ	Dusclops	073/193	EH
Pokemon	เมก้า ดรีมex	MA3	โยนัวร์	Dusknoir	074/193	R
Pokemon	เมก้า ดรีมex	MA3	โยนัวร์	Dusknoir	074/193	PB
Pokemon	เมก้า ดรีมex	MA3	โยนัวร์	Dusknoir	074/193	EH
Pokemon	เมก้า ดรีมex	MA3	ลาทิอาส ex	Latias ex	075/193	RR
Pokemon	เมก้า ดรีมex	MA3	โรตอม	Rotom	076/193	C
Pokemon	เมก้า ดรีมex	MA3	โรตอม	Rotom	076/193	PB
Pokemon	เมก้า ดรีมex	MA3	โรตอม	Rotom	076/193	EH
Pokemon	เมก้า ดรีมex	MA3	โบคุเร ของฮ็อป	Hop's Phantump	077/193	C
Pokemon	เมก้า ดรีมex	MA3	โบคุเร ของฮ็อป	Hop's Phantump	077/193	PB
Pokemon	เมก้า ดรีมex	MA3	โบคุเร ของฮ็อป	Hop's Phantump	077/193	EH
Pokemon	เมก้า ดรีมex	MA3	โอร็อต ของฮ็อป	Hop's Trevenant	078/193	R
Pokemon	เมก้า ดรีมex	MA3	โอร็อต ของฮ็อป	Hop's Trevenant	078/193	PB
Pokemon	เมก้า ดรีมex	MA3	โอร็อต ของฮ็อป	Hop's Trevenant	078/193	EH
Pokemon	เมก้า ดรีมex	MA3	มิมิคคิว ของแก๊งร็อกเกต	Team Rocket's Mimikyu	079/193	U
Pokemon	เมก้า ดรีมex	MA3	มิมิคคิว ของแก๊งร็อกเกต	Team Rocket's Mimikyu	079/193	PB
Pokemon	เมก้า ดรีมex	MA3	มิมิคคิว ของแก๊งร็อกเกต	Team Rocket's Mimikyu	079/193	EH
Pokemon	เมก้า ดรีมex	MA3	เรสพอส	Spectrier	080/193	R
Pokemon	เมก้า ดรีมex	MA3	เรสพอส	Spectrier	080/193	PB
Pokemon	เมก้า ดรีมex	MA3	เรสพอส	Spectrier	080/193	EH
Pokemon	เมก้า ดรีมex	MA3	มาชิมาชิระ	Munkidori	081/193	R
Pokemon	เมก้า ดรีมex	MA3	มาชิมาชิระ	Munkidori	081/193	PB
Pokemon	เมก้า ดรีมex	MA3	มาชิมาชิระ	Munkidori	081/193	EH
Pokemon	เมก้า ดรีมex	MA3	ดิกดา ของแก๊งร็อกเกต	Team Rocket's Diglett	082/193	C
Pokemon	เมก้า ดรีมex	MA3	ดิกดา ของแก๊งร็อกเกต	Team Rocket's Diglett	082/193	PB
Pokemon	เมก้า ดรีมex	MA3	ดิกดา ของแก๊งร็อกเกต	Team Rocket's Diglett	082/193	EH
Pokemon	เมก้า ดรีมex	MA3	ดักทริโอ ของแก๊งร็อกเกต	Team Rocket's Dugtrio	083/193	U
Pokemon	เมก้า ดรีมex	MA3	ดักทริโอ ของแก๊งร็อกเกต	Team Rocket's Dugtrio	083/193	PB
Pokemon	เมก้า ดรีมex	MA3	ดักทริโอ ของแก๊งร็อกเกต	Team Rocket's Dugtrio	083/193	EH
Pokemon	เมก้า ดรีมex	MA3	อาซานัน	Meditite	084/193	C
Pokemon	เมก้า ดรีมex	MA3	อาซานัน	Meditite	084/193	PB
Pokemon	เมก้า ดรีมex	MA3	อาซานัน	Meditite	084/193	EH
Pokemon	เมก้า ดรีมex	MA3	ชาเรม	Medicham	085/193	U
Pokemon	เมก้า ดรีมex	MA3	ชาเรม	Medicham	085/193	PB
Pokemon	เมก้า ดรีมex	MA3	ชาเรม	Medicham	085/193	EH
Pokemon	เมก้า ดรีมex	MA3	ลูนาโทน	Lunatone	086/193	C
Pokemon	เมก้า ดรีมex	MA3	ลูนาโทน	Lunatone	086/193	PB
Pokemon	เมก้า ดรีมex	MA3	ลูนาโทน	Lunatone	086/193	EH
Pokemon	เมก้า ดรีมex	MA3	โซลร็อก	Solrock	087/193	U
Pokemon	เมก้า ดรีมex	MA3	โซลร็อก	Solrock	087/193	PB
Pokemon	เมก้า ดรีมex	MA3	โซลร็อก	Solrock	087/193	EH
Pokemon	เมก้า ดรีมex	MA3	ฟุคามารุ ของชิโรนะ	Cynthia's Gible	088/193	C
Pokemon	เมก้า ดรีมex	MA3	ฟุคามารุ ของชิโรนะ	Cynthia's Gible	088/193	PB
Pokemon	เมก้า ดรีมex	MA3	ฟุคามารุ ของชิโรนะ	Cynthia's Gible	088/193	EH
Pokemon	เมก้า ดรีมex	MA3	กาไบต์ ของชิโรนะ	Cynthia's Gabite	089/193	U
Pokemon	เมก้า ดรีมex	MA3	กาไบต์ ของชิโรนะ	Cynthia's Gabite	089/193	PB
Pokemon	เมก้า ดรีมex	MA3	กาไบต์ ของชิโรนะ	Cynthia's Gabite	089/193	EH
Pokemon	เมก้า ดรีมex	MA3	กาเบรียส ex ของชิโรนะ	Cynthia's Garchomp ex	090/193	RR
Pokemon	เมก้า ดรีมex	MA3	ริโอลุ	Riolu	091/193	C
Pokemon	เมก้า ดรีมex	MA3	ริโอลุ	Riolu	091/193	PB
Pokemon	เมก้า ดรีมex	MA3	ริโอลุ	Riolu	091/193	EH
Pokemon	เมก้า ดรีมex	MA3	เมก้าลูคาริโอ ex	Mega Lucario ex	092/193	RR
Pokemon	เมก้า ดรีมex	MA3	ยันชัม	Pancham	093/193	C
Pokemon	เมก้า ดรีมex	MA3	ยันชัม	Pancham	093/193	PB
Pokemon	เมก้า ดรีมex	MA3	ยันชัม	Pancham	093/193	EH
Pokemon	เมก้า ดรีมex	MA3	เมก้าลูจาบูล ex	Mega Hawlucha ex	094/193	RR
Pokemon	เมก้า ดรีมex	MA3	ทันด้ง	Rolycoly	095/193	C
Pokemon	เมก้า ดรีมex	MA3	ทันด้ง	Rolycoly	095/193	PB
Pokemon	เมก้า ดรีมex	MA3	ทันด้ง	Rolycoly	095/193	EH
Pokemon	เมก้า ดรีมex	MA3	โทร็อกกอน	Carkol	096/193	U
Pokemon	เมก้า ดรีมex	MA3	โทร็อกกอน	Carkol	096/193	PB
Pokemon	เมก้า ดรีมex	MA3	โทร็อกกอน	Carkol	096/193	EH
Pokemon	เมก้า ดรีมex	MA3	เซคิทันซัง	Coalossal	097/193	R
Pokemon	เมก้า ดรีมex	MA3	เซคิทันซัง	Coalossal	097/193	PB
Pokemon	เมก้า ดรีมex	MA3	เซคิทันซัง	Coalossal	097/193	EH
Pokemon	เมก้า ดรีมex	MA3	อี้เนะอินุ	Okidogi	098/193	R
Pokemon	เมก้า ดรีมex	MA3	อี้เนะอินุ	Okidogi	098/193	PB
Pokemon	เมก้า ดรีมex	MA3	อี้เนะอินุ	Okidogi	098/193	EH
Pokemon	เมก้า ดรีมex	MA3	ซูแบท ของแก๊งร็อกเกต	Team Rocket's Zubat	099/193	C
Pokemon	เมก้า ดรีมex	MA3	ซูแบท ของแก๊งร็อกเกต	Team Rocket's Zubat	099/193	PB
Pokemon	เมก้า ดรีมex	MA3	ซูแบท ของแก๊งร็อกเกต	Team Rocket's Zubat	099/193	EH
Pokemon	เมก้า ดรีมex	MA3	โกลแบท ของแก๊งร็อกเกต	Team Rocket's Golbat	100/193	U
Pokemon	เมก้า ดรีมex	MA3	โกลแบท ของแก๊งร็อกเกต	Team Rocket's Golbat	100/193	PB
Pokemon	เมก้า ดรีมex	MA3	โกลแบท ของแก๊งร็อกเกต	Team Rocket's Golbat	100/193	EH
Pokemon	เมก้า ดรีมex	MA3	โครแบท ex ของแก๊งร็อกเกต	Team Rocket's Crobat ex	101/193	R
Pokemon	เมก้า ดรีมex	MA3	ยามิคาราซึ ของแก๊งร็อกเกต	Team Rocket's Murkrow	102/193	C
Pokemon	เมก้า ดรีมex	MA3	ยามิคาราซึ ของแก๊งร็อกเกต	Team Rocket's Murkrow	102/193	PB
Pokemon	เมก้า ดรีมex	MA3	ยามิคาราซึ ของแก๊งร็อกเกต	Team Rocket's Murkrow	102/193	EH
Pokemon	เมก้า ดรีมex	MA3	ดอนคาราซึ ของแก๊งร็อกเกต	Team Rocket's Honchkrow	103/193	U
Pokemon	เมก้า ดรีมex	MA3	ดอนคาราซึ ของแก๊งร็อกเกต	Team Rocket's Honchkrow	103/193	PB
Pokemon	เมก้า ดรีมex	MA3	ดอนคาราซึ ของแก๊งร็อกเกต	Team Rocket's Honchkrow	103/193	EH
Pokemon	เมก้า ดรีมex	MA3	นิวลา ของแก๊งร็อกเกต	Team Rocket's Sneasel	104/193	C
Pokemon	เมก้า ดรีมex	MA3	นิวลา ของแก๊งร็อกเกต	Team Rocket's Sneasel	104/193	PB
Pokemon	เมก้า ดรีมex	MA3	นิวลา ของแก๊งร็อกเกต	Team Rocket's Sneasel	104/193	EH
Pokemon	เมก้า ดรีมex	MA3	กาลาร์ จิกุซากุมะ	Galarian Zigzagoon	105/193	C
Pokemon	เมก้า ดรีมex	MA3	กาลาร์ จิกุซากุมะ	Galarian Zigzagoon	105/193	PB
Pokemon	เมก้า ดรีมex	MA3	กาลาร์ จิกุซากุมะ	Galarian Zigzagoon	105/193	EH
Pokemon	เมก้า ดรีมex	MA3	กาลาร์ มัสสึกุมะ	Galarian Linoone	106/193	C
Pokemon	เมก้า ดรีมex	MA3	กาลาร์ มัสสึกุมะ	Galarian Linoone	106/193	PB
Pokemon	เมก้า ดรีมex	MA3	กาลาร์ มัสสึกุมะ	Galarian Linoone	106/193	EH
Pokemon	เมก้า ดรีมex	MA3	กาลาร์ ทาจิฟุซากุมะ	Galarian Obstagoon	107/193	U
