game,Set,Set ID,name,English Name,card #,rarity,image_url
Pokemon,อัคคีสีคราม,MA2,เรชิรัม,Reshiram,017/103,R,https://asia.pokemon-card.com/th/card-img/th00012459.png
Pokemon,อัคคีสีคราม,MA2,โอโดริโดริ ex,Oricorio ex,018/103,RR,https://asia.pokemon-card.com/th/card-img/th00012460.png
Pokemon,อัคคีสีคราม,MA2,คาร์โบ,Charcadet,019/103,C,https://asia.pokemon-card.com/th/card-img/th00012461.png
Pokemon,อัคคีสีคราม,MA2,โซเบลดส์,Ceruledge,020/103,U,https://asia.pokemon-card.com/th/card-img/th00012462.png
Pokemon,อัคคีสีคราม,MA2,เพาเวา,Seel,021/103,C,https://asia.pokemon-card.com/th/card-img/th00012463.png
Pokemon,อัคคีสีคราม,MA2,จูกอน,Dewgong,022/103,C,https://asia.pokemon-card.com/th/card-img/th00012464.png
Pokemon,อัคคีสีคราม,MA2,อุริมู,Swinub,023/103,C,https://asia.pokemon-card.com/th/card-img/th00012465.png
Pokemon,อัคคีสีคราม,MA2,อิโนมู,Piloswine,024/103,C,https://asia.pokemon-card.com/th/card-img/th00012466.png
Pokemon,อัคคีสีคราม,MA2,แมมมู,Mamoswine,025/103,U,https://asia.pokemon-card.com/th/card-img/th00012467.png
Pokemon,อัคคีสีคราม,MA2,ซุยคูน,Suicune,026/103,R,https://asia.pokemon-card.com/th/card-img/th00012468.png
Pokemon,อัคคีสีคราม,MA2,โพจจามะ,Piplup,027/103,C,https://asia.pokemon-card.com/th/card-img/th00012469.png
Pokemon,อัคคีสีคราม,MA2,โพจไทชิ,Prinplup,028/103,C,https://asia.pokemon-card.com/th/card-img/th00012470.png
Pokemon,อัคคีสีคราม,MA2,โรตอม ex,Rotom ex,029/103,RR,https://asia.pokemon-card.com/th/card-img/th00012471.png
Pokemon,อัคคีสีคราม,MA2,วันปาจิ,Yamper,030/103,C,https://asia.pokemon-card.com/th/card-img/th00012472.png
Pokemon,อัคคีสีคราม,MA2,พัลส์วัน,Boltund,031/103,C,https://asia.pokemon-card.com/th/card-img/th00012473.png
Pokemon,อัคคีสีคราม,MA2,พาโม,Pawmi,032/103,C,https://asia.pokemon-card.com/th/card-img/th00012474.png
Pokemon,อัคคีสีคราม,MA2,พาม็อต,Pawmo,033/103,C,https://asia.pokemon-card.com/th/card-img/th00012475.png
Pokemon,อัคคีสีคราม,MA2,เพอร์ม็อต,Pawmot,034/103,R,https://asia.pokemon-card.com/th/card-img/th00012476.png
Pokemon,อัคคีสีคราม,MA2,มูมา,Misdreavus,035/103,C,https://asia.pokemon-card.com/th/card-img/th00012477.png
Pokemon,อัคคีสีคราม,MA2,มูมาจิ ex,Mismagius ex,036/103,RR,https://asia.pokemon-card.com/th/card-img/th00012478.png
Pokemon,อัคคีสีคราม,MA2,บูล,Snubbull,037/103,C,https://asia.pokemon-card.com/th/card-img/th00012479.png
Pokemon,อัคคีสีคราม,MA2,แกรนบูล,Granbull,038/103,U,https://asia.pokemon-card.com/th/card-img/th00012480.png
Pokemon,อัคคีสีคราม,MA2,เครเซเลีย,Cresselia,039/103,U,https://asia.pokemon-card.com/th/card-img/th00012481.png
Pokemon,อัคคีสีคราม,MA2,โมนเมน,Cottonee,040/103,C,https://asia.pokemon-card.com/th/card-img/th00012482.png
Pokemon,อัคคีสีคราม,MA2,เอลฟูน,Whimsicott,041/103,U,https://asia.pokemon-card.com/th/card-img/th00012483.png
Pokemon,อัคคีสีคราม,MA2,เมโลเอตตา,Meloetta,042/103,U,https://asia.pokemon-card.com/th/card-img/th00012484.png
Pokemon,อัคคีสีคราม,MA2,เมก้าดีแอนซี ex,Mega Diancie ex,043/103,RR,https://asia.pokemon-card.com/th/card-img/th00012485.png
Pokemon,อัคคีสีคราม,MA2,มิมิคคิว,Mimikyu,044/103,C,https://asia.pokemon-card.com/th/card-img/th00012486.png
Pokemon,อัคคีสีคราม,MA2,มาโฮมิล,Milcery,045/103,C,https://asia.pokemon-card.com/th/card-img/th00012487.png
Pokemon,อัคคีสีคราม,MA2,มาวิป,Alcremie,046/103,C,https://asia.pokemon-card.com/th/card-img/th00012488.png
Pokemon,อัคคีสีคราม,MA2,ซาเชียน,Zacian,047/103,R,https://asia.pokemon-card.com/th/card-img/th00012489.png
Pokemon,อัคคีสีคราม,MA2,อาโนะคุสะ,Bramblin,048/103,C,https://asia.pokemon-card.com/th/card-img/th00012490.png
Pokemon,อัคคีสีคราม,MA2,อาโนะโฮรากุสะ,Brambleghast,049/103,U,https://asia.pokemon-card.com/th/card-img/th00012491.png
Pokemon,อัคคีสีคราม,MA2,พัลเดีย เคนเทารอส,Paldean Tauros,050/103,U,https://asia.pokemon-card.com/th/card-img/th00012492.png
Pokemon,อัคคีสีคราม,MA2,ไกลกา,Gligar,051/103,C,https://asia.pokemon-card.com/th/card-img/th00012493.png
Pokemon,อัคคีสีคราม,MA2,ไกลออน,Gliscor,052/103,U,https://asia.pokemon-card.com/th/card-img/th00012494.png
Pokemon,อัคคีสีคราม,MA2,นัคครา,Trapinch,053/103,C,https://asia.pokemon-card.com/th/card-img/th00012495.png
Pokemon,อัคคีสีคราม,MA2,วิบราวา,Vibrava,054/103,C,https://asia.pokemon-card.com/th/card-img/th00012496.png
Pokemon,อัคคีสีคราม,MA2,ฟลายกอน,Flygon,055/103,R,https://asia.pokemon-card.com/th/card-img/th00012497.png
Pokemon,อัคคีสีคราม,MA2,โกส,Gastly,056/103,C,https://asia.pokemon-card.com/th/card-img/th00012498.png
Pokemon,อัคคีสีคราม,MA2,โกสท์,Haunter,057/103,C,https://asia.pokemon-card.com/th/card-img/th00012499.png
Pokemon,อัคคีสีคราม,MA2,เมก้าเก็งกา ex,Mega Gengar ex,058/103,RR,https://asia.pokemon-card.com/th/card-img/th00012500.png
Pokemon,อัคคีสีคราม,MA2,ยามิคาราซึ,Murkrow,059/103,C,https://asia.pokemon-card.com/th/card-img/th00012501.png
Pokemon,อัคคีสีคราม,MA2,ดอนคาราซึ,Honchkrow,060/103,U,https://asia.pokemon-card.com/th/card-img/th00012502.png
Pokemon,อัคคีสีคราม,MA2,นิวลา,Sneasel,061/103,C,https://asia.pokemon-card.com/th/card-img/th00012503.png
Pokemon,อัคคีสีคราม,MA2,มานิวลา,Weavile,062/103,U,https://asia.pokemon-card.com/th/card-img/th00012504.png
Pokemon,อัคคีสีคราม,MA2,ยามิรามิ,Sableye,063/103,U,https://asia.pokemon-card.com/th/card-img/th00012505.png
Pokemon,อัคคีสีคราม,MA2,คิบาเนีย,Carvanha,064/103,C,https://asia.pokemon-card.com/th/card-img/th00012506.png
Pokemon,อัคคีสีคราม,MA2,เมก้าซาเมฮาเดอร์ ex,Mega Sharpedo ex,065/103,RR,https://asia.pokemon-card.com/th/card-img/th00012507.png
Pokemon,อัคคีสีคราม,MA2,ฮาบูเนค,Seviper,066/103,U,https://asia.pokemon-card.com/th/card-img/th00012508.png
Pokemon,อัคคีสีคราม,MA2,แอบโซล,Absol,067/103,C,https://asia.pokemon-card.com/th/card-img/th00012509.png
Pokemon,อัคคีสีคราม,MA2,เมะกุโรโกะ,Sandile,068/103,C,https://asia.pokemon-card.com/th/card-img/th00012510.png
Pokemon,อัคคีสีคราม,MA2,วารุวิล,Krokorok,069/103,C,https://asia.pokemon-card.com/th/card-img/th00012511.png
Pokemon,อัคคีสีคราม,MA2,วารุเวียล,Krookodile,070/103,U,https://asia.pokemon-card.com/th/card-img/th00012512.png
Pokemon,อัคคีสีคราม,MA2,เอเลซัน,Toxel,071/103,C,https://asia.pokemon-card.com/th/card-img/th00012513.png
Pokemon,อัคคีสีคราม,MA2,สตรินเดอร์,Toxtricity,072/103,R,https://asia.pokemon-card.com/th/card-img/th00012514.png
Pokemon,อัคคีสีคราม,MA2,มุเก็นไดนา,Eternatus,073/103,U,https://asia.pokemon-card.com/th/card-img/th00012515.png
Pokemon,อัคคีสีคราม,MA2,เอ็มเพลท์ ex,Empoleon ex,074/103,RR,https://asia.pokemon-card.com/th/card-img/th00012516.png
Pokemon,อัคคีสีคราม,MA2,โดมิเรอร์,Bronzor,075/103,C,https://asia.pokemon-card.com/th/card-img/th00012517.png
Pokemon,อัคคีสีคราม,MA2,โดทาคุน,Bronzong,076/103,U,https://asia.pokemon-card.com/th/card-img/th00012518.png
Pokemon,อัคคีสีคราม,MA2,โทเกะเดมารุ,Togedemaru,077/103,C,https://asia.pokemon-card.com/th/card-img/th00012519.png
Pokemon,อัคคีสีคราม,MA2,ดิวรัลดอน,Duraludon,078/103,C,https://asia.pokemon-card.com/th/card-img/th00012520.png
Pokemon,อัคคีสีคราม,MA2,บริดิวรัส,Archaludon,079/103,U,https://asia.pokemon-card.com/th/card-img/th00012521.png
Pokemon,อัคคีสีคราม,MA2,พูริน,Jigglypuff,080/103,C,https://asia.pokemon-card.com/th/card-img/th00012522.png
Pokemon,อัคคีสีคราม,MA2,พูคูริน,Wigglytuff,081/103,U,https://asia.pokemon-card.com/th/card-img/th00012523.png
Pokemon,อัคคีสีคราม,MA2,เอย์แพม,Aipom,082/103,C,https://asia.pokemon-card.com/th/card-img/th00012524.png
Pokemon,อัคคีสีคราม,MA2,เอเทโบธ,Ambipom,083/103,R,https://asia.pokemon-card.com/th/card-img/th00012525.png
Pokemon,อัคคีสีคราม,MA2,โดเบิล,Smeargle,084/103,C,https://asia.pokemon-card.com/th/card-img/th00012526.png
Pokemon,อัคคีสีคราม,MA2,จิกุซากุมะ,Zigzagoon,085/103,C,https://asia.pokemon-card.com/th/card-img/th00012527.png
Pokemon,อัคคีสีคราม,MA2,มัสสึกุมะ,Linoone,086/103,U,https://asia.pokemon-card.com/th/card-img/th00012528.png
Pokemon,อัคคีสีคราม,MA2,มิมิโรล,Buneary,087/103,C,https://asia.pokemon-card.com/th/card-img/th00012529.png
Pokemon,อัคคีสีคราม,MA2,เมก้ามิมิล็อป ex,Mega Lopunny ex,088/103,RR,https://asia.pokemon-card.com/th/card-img/th00012530.png
Pokemon,อัคคีสีคราม,MA2,สลับการ์ดพลังงาน,Energy Switch,089/103,U,https://asia.pokemon-card.com/th/card-img/th00012531.png
Pokemon,อัคคีสีคราม,MA2,ไอศกรีมจัมโบ้,Jumbo Ice Cream,090/103,U,https://asia.pokemon-card.com/th/card-img/th00012532.png
Pokemon,อัคคีสีคราม,MA2,ไฮเปอร์บอล,Ultra Ball,091/103,U,https://asia.pokemon-card.com/th/card-img/th00012533.png
Pokemon,อัคคีสีคราม,MA2,ฮีทเบิร์นเนอร์,Blowtorch,092/103,U,https://asia.pokemon-card.com/th/card-img/th00012534.png
Pokemon,อัคคีสีคราม,MA2,ลูกอมประหลาด,Rare Candy,093/103,U,https://asia.pokemon-card.com/th/card-img/th00012535.png
Pokemon,อัคคีสีคราม,MA2,สับเปลี่ยนโปเกมอน,Switch,094/103,U,https://asia.pokemon-card.com/th/card-img/th00012536.png
Pokemon,อัคคีสีคราม,MA2,วันเดอร์แพตช์,Wondrous Patch,095/103,U,https://asia.pokemon-card.com/th/card-img/th00012537.png
Pokemon,อัคคีสีคราม,MA2,เครื่องรางศักดิ์สิทธิ์,Sacred Charm,096/103,U,https://asia.pokemon-card.com/th/card-img/th00012538.png
Pokemon,อัคคีสีคราม,MA2,หมวกนิรภัยพังก์,Punk Helmet,097/103,U,https://asia.pokemon-card.com/th/card-img/th00012539.png
Pokemon,อัคคีสีคราม,MA2,การเดินหมากของกีมะ,Grimsley's Move,098/103,U,https://asia.pokemon-card.com/th/card-img/th00012540.png
Pokemon,อัคคีสีคราม,MA2,ฮิคาริ,Dawn,099/103,U,https://asia.pokemon-card.com/th/card-img/th00012541.png
Pokemon,อัคคีสีคราม,MA2,เจ้าหนุ่มพ่นไฟ,Firebreather,100/103,U,https://asia.pokemon-card.com/th/card-img/th00012542.png
Pokemon,อัคคีสีคราม,MA2,คำสั่งของบอส,Boss's Orders,101/103,R,https://asia.pokemon-card.com/th/card-img/th00012543.png
Pokemon,อัคคีสีคราม,MA2,แบตเทิลโคลอสเซียม,Battle Cage,102/103,U,https://asia.pokemon-card.com/th/card-img/th00012544.png
Pokemon,อัคคีสีคราม,MA2,หุบเขาตาลาย,Dizzying Valley,103/103,U,https://asia.pokemon-card.com/th/card-img/th00012545.png
Pokemon,อัคคีสีคราม,MA2,รุนปัปปา,Ludicolo,104/103,AR,https://asia.pokemon-card.com/th/card-img/th00012579.png
Pokemon,อัคคีสีคราม,MA2,มาเมะบัตตะ,Nymble,105/103,AR,https://asia.pokemon-card.com/th/card-img/th00012580.png
Pokemon,อัคคีสีคราม,MA2,คาร์โบ,Charcadet,106/103,AR,https://asia.pokemon-card.com/th/card-img/th00012581.png
Pokemon,อัคคีสีคราม,MA2,จูกอน,Dewgong,107/103,AR,https://asia.pokemon-card.com/th/card-img/th00012582.png
Pokemon,อัคคีสีคราม,MA2,โพจจามะ,Piplup,108/103,AR,https://asia.pokemon-card.com/th/card-img/th00012583.png
Pokemon,อัคคีสีคราม,MA2,วันปาจิ,Yamper,109/103,AR,https://asia.pokemon-card.com/th/card-img/th00012584.png
Pokemon,อัคคีสีคราม,MA2,เมโลเอตตา,Meloetta,110/103,AR,https://asia.pokemon-card.com/th/card-img/th00012585.png
Pokemon,อัคคีสีคราม,MA2,ซาเชียน,Zacian,111/103,AR,https://asia.pokemon-card.com/th/card-img/th00012586.png
Pokemon,อัคคีสีคราม,MA2,ฟลายกอน,Flygon,112/103,AR,https://asia.pokemon-card.com/th/card-img/th00012587.png
Pokemon,อัคคีสีคราม,MA2,โกสท์,Haunter,113/103,AR,https://asia.pokemon-card.com/th/card-img/th00012588.png
Pokemon,อัคคีสีคราม,MA2,พัลเดีย อูปา,Paldean Wooper,114/103,AR,https://asia.pokemon-card.com/th/card-img/th00012589.png
Pokemon,อัคคีสีคราม,MA2,สตรินเดอร์,Toxtricity,115/103,AR,https://asia.pokemon-card.com/th/card-img/th00012590.png
Pokemon,อัคคีสีคราม,MA2,โทเกะเดมารุ,Togedemaru,116/103,AR,https://asia.pokemon-card.com/th/card-img/th00012591.png
Pokemon,อัคคีสีคราม,MA2,พูคูริน,Wigglytuff,117/103,AR,https://asia.pokemon-card.com/th/card-img/th00012592.png
Pokemon,อัคคีสีคราม,MA2,เนียส,Meowth,118/103,AR,https://asia.pokemon-card.com/th/card-img/th00012593.png
Pokemon,อัคคีสีคราม,MA2,เอเทโบธ,Ambipom,119/103,AR,https://asia.pokemon-card.com/th/card-img/th00012594.png
Pokemon,อัคคีสีคราม,MA2,เมก้าเฮราครอส ex,Mega Heracross ex,120/103,SR,https://asia.pokemon-card.com/th/card-img/th00012595.png
Pokemon,อัคคีสีคราม,MA2,เมก้าลิซาร์ดอน X ex,Mega Charizard X ex,121/103,SR,https://asia.pokemon-card.com/th/card-img/th00012596.png
Pokemon,อัคคีสีคราม,MA2,โอโดริโดริ ex,Oricorio ex,122/103,SR,https://asia.pokemon-card.com/th/card-img/th00012597.png
Pokemon,อัคคีสีคราม,MA2,โรตอม ex,Rotom ex,123/103,SR,https://asia.pokemon-card.com/th/card-img/th00012598.png
Pokemon,อัคคีสีคราม,MA2,มูมาจิ ex,Mismagius ex,124/103,SR,https://asia.pokemon-card.com/th/card-img/th00012599.png
Pokemon,อัคคีสีคราม,MA2,เมก้าซาเมฮาเดอร์ ex,Mega Sharpedo ex,125/103,SR,https://asia.pokemon-card.com/th/card-img/th00012600.png
Pokemon,อัคคีสีคราม,MA2,เอ็มเพลท์ ex,Empoleon ex,126/103,SR,https://asia.pokemon-card.com/th/card-img/th00012601.png
Pokemon,อัคคีสีคราม,MA2,เมก้ามิมิล็อป ex,Mega Lopunny ex,127/103,SR,https://asia.pokemon-card.com/th/card-img/th00012602.png
Pokemon,อัคคีสีคราม,MA2,ฮีทเบิร์นเนอร์,Blowtorch,128/103,SR,https://asia.pokemon-card.com/th/card-img/th00012603.png
Pokemon,อัคคีสีคราม,MA2,สับเปลี่ยนโปเกมอน,Switch,129/103,SR,https://asia.pokemon-card.com/th/card-img/th00012604.png
Pokemon,อัคคีสีคราม,MA2,เครื่องรางศักดิ์สิทธิ์,Sacred Charm,130/103,SR,https://asia.pokemon-card.com/th/card-img/th00012605.png
Pokemon,อัคคีสีคราม,MA2,หมวกนิรภัยพังก์,Punk Helmet,131/103,SR,https://asia.pokemon-card.com/th/card-img/th00012606.png
Pokemon,อัคคีสีคราม,MA2,การเดินหมากของกีมะ,Grimsley's Move,132/103,SR,https://asia.pokemon-card.com/th/card-img/th00012607.png
Pokemon,อัคคีสีคราม,MA2,ฮิคาริ,Dawn,133/103,SR,https://asia.pokemon-card.com/th/card-img/th00012608.png
Pokemon,อัคคีสีคราม,MA2,เจ้าหนุ่มพ่นไฟ,Firebreather,134/103,SR,https://asia.pokemon-card.com/th/card-img/th00012609.png
Pokemon,อัคคีสีคราม,MA2,แบตเทิลโคลอสเซียม,Battle Cage,135/103,SR,https://asia.pokemon-card.com/th/card-img/th00012610.png
Pokemon,อัคคีสีคราม,MA2,พลังงานจุดระเบิด,Ignition Energy,136/103,SR,https://asia.pokemon-card.com/th/card-img/th00012611.png
Pokemon,อัคคีสีคราม,MA2,เมก้าลิซาร์ดอน X ex,Mega Charizard X ex,137/103,SAR,https://asia.pokemon-card.com/th/card-img/th00012612.png
Pokemon,อัคคีสีคราม,MA2,โฮโดริโดริ ex,Oricorio ex,138/103,SAR,https://asia.pokemon-card.com/th/card-img/th00012613.png
Pokemon,อัคคีสีคราม,MA2,โรตอม ex,Rotom ex,139/103,SAR,https://asia.pokemon-card.com/th/card-img/th00012614.png
Pokemon,อัคคีสีคราม,MA2,เมก้าซาเมฮาเดอร์ ex,Mega Sharpedo ex,140/103,SAR,https://asia.pokemon-card.com/th/card-img/th00012615.png
Pokemon,อัคคีสีคราม,MA2,เมก้ามิมิล็อป ex,Mega Lopunny ex,141/103,SAR,https://asia.pokemon-card.com/th/card-img/th00012616.png
Pokemon,อัคคีสีคราม,MA2,ฮิคาริ,Dawn,142/103,SAR,https://asia.pokemon-card.com/th/card-img/th00012617.png
Pokemon,อัคคีสีคราม,MA2,เมก้าลิซาร์ดอน X ex,Mega Charizard X ex,143/103,MUR,https://asia.pokemon-card.com/th/card-img/th00012618.png
Pokemon,วัฒนาการเมก้า,MA1,ฟุชิกิดาเนะ,Bulbasaur,001/126,C,https://asia.pokemon-card.com/th/card-img/th00012086.png
Pokemon,วัฒนาการเมก้า,MA1,ฟุชิกิโซ,Ivysaur,002/126,C,https://asia.pokemon-card.com/th/card-img/th00012087.png
Pokemon,วัฒนาการเมก้า,MA1,เมก้าฟุชิกิบานะ ex,Mega Venusaur ex,003/126,RR,https://asia.pokemon-card.com/th/card-img/th00012088.png
Pokemon,วัฒนาการเมก้า,MA1,ทามะทามะ,Exeggcute,004/126,C,https://asia.pokemon-card.com/th/card-img/th00012089.png
Pokemon,วัฒนาการเมก้า,MA1,นัชชี,Exeggutor,005/126,U,https://asia.pokemon-card.com/th/card-img/th00012090.png
Pokemon,วัฒนาการเมก้า,MA1,มอนจารา,Tangela,006/126,C,https://asia.pokemon-card.com/th/card-img/th00012091.png
Pokemon,วัฒนาการเมก้า,MA1,โมจัมโบ,Tangrowth,007/126,U,https://asia.pokemon-card.com/th/card-img/th00012092.png
Pokemon,วัฒนาการเมก้า,MA1,จิโคริตา,Chikorita,008/126,C,https://asia.pokemon-card.com/th/card-img/th00012093.png
Pokemon,วัฒนาการเมก้า,MA1,เบย์ลีฟ,Bayleef,009/126,C,https://asia.pokemon-card.com/th/card-img/th00012094.png
Pokemon,วัฒนาการเมก้า,MA1,เมกาเนียม,Meganium,010/126,R,https://asia.pokemon-card.com/th/card-img/th00012095.png
Pokemon,วัฒนาการเมก้า,MA1,สึโบสึโบะ,Shuckle,011/126,U,https://asia.pokemon-card.com/th/card-img/th00012096.png
Pokemon,วัฒนาการเมก้า,MA1,เซเลบี,Celebi,012/126,U,https://asia.pokemon-card.com/th/card-img/th00012097.png
Pokemon,วัฒนาการเมก้า,MA1,ทาเนโบ,Seedot,013/126,C,https://asia.pokemon-card.com/th/card-img/th00012098.png
Pokemon,วัฒนาการเมก้า,MA1,โคโนฮานะ,Nuzleaf,014/126,C,https://asia.pokemon-card.com/th/card-img/th00012099.png
Pokemon,วัฒนาการเมก้า,MA1,ดาเทนกุ,Shiftry,015/126,U,https://asia.pokemon-card.com/th/card-img/th00012100.png
Pokemon,วัฒนาการเมก้า,MA1,สึจินิน,Nincada,016/126,C,https://asia.pokemon-card.com/th/card-img/th00012101.png
Pokemon,วัฒนาการเมก้า,MA1,เท็คคานิน,Ninjask,017/126,U,https://asia.pokemon-card.com/th/card-img/th00012102.png
Pokemon,วัฒนาการเมก้า,MA1,ดาดาริน,Dhelmise,018/126,C,https://asia.pokemon-card.com/th/card-img/th00012103.png
Pokemon,วัฒนาการเมก้า,MA1,โรคอน,Vulpix,019/126,C,https://asia.pokemon-card.com/th/card-img/th00012104.png
Pokemon,วัฒนาการเมก้า,MA1,คิวคอน,Ninetales,020/126,U,https://asia.pokemon-card.com/th/card-img/th00012105.png
Pokemon,วัฒนาการเมก้า,MA1,ดอนเมล,Numel,021/126,C,https://asia.pokemon-card.com/th/card-img/th00012106.png
Pokemon,วัฒนาการเมก้า,MA1,เมก้าบาคูดา ex,Mega Camerupt ex,022/126,RR,https://asia.pokemon-card.com/th/card-img/th00012107.png
Pokemon,วัฒนาการเมก้า,MA1,ชิชิโกะ,Litleo,023/126,C,https://asia.pokemon-card.com/th/card-img/th00012108.png
Pokemon,วัฒนาการเมก้า,MA1,คาเอ็นจิชิ,Pyroar,024/126,U,https://asia.pokemon-card.com/th/card-img/th00012109.png
Pokemon,วัฒนาการเมก้า,MA1,โวลเคเนียน,Volcanion,025/126,U,https://asia.pokemon-card.com/th/card-img/th00012110.png
Pokemon,วัฒนาการเมก้า,MA1,ฮิบานี,Scorbunny,026/126,C,https://asia.pokemon-card.com/th/card-img/th00012111.png
Pokemon,วัฒนาการเมก้า,MA1,แรบบิฟุต,Raboot,027/126,C,https://asia.pokemon-card.com/th/card-img/th00012112.png
Pokemon,วัฒนาการเมก้า,MA1,เอสเบิร์น,Cinderace,028/126,R,https://asia.pokemon-card.com/th/card-img/th00012113.png
Pokemon,วัฒนาการเมก้า,MA1,ยาคุเดะ,Sizzlipede,029/126,C,https://asia.pokemon-card.com/th/card-img/th00012114.png
Pokemon,วัฒนาการเมก้า,MA1,มารุยาคุเดะ,Centiskorch,030/126,U,https://asia.pokemon-card.com/th/card-img/th00012115.png
Pokemon,วัฒนาการเมก้า,MA1,อวี้อวี๋,Chi-Yu,031/126,U,https://asia.pokemon-card.com/th/card-img/th00012116.png
Pokemon,วัฒนาการเมก้า,MA1,แมนไทน์,Mantine,032/126,C,https://asia.pokemon-card.com/th/card-img/th00012117.png
Pokemon,วัฒนาการเมก้า,MA1,เฮกานิ,Corphish,033/126,C,https://asia.pokemon-card.com/th/card-img/th00012118.png
Pokemon,วัฒนาการเมก้า,MA1,ไคออกา,Kyogre,034/126,R,https://asia.pokemon-card.com/th/card-img/th00012119.png
Pokemon,วัฒนาการเมก้า,MA1,ยูกิคาบูริ,Snover,035/126,C,https://asia.pokemon-card.com/th/card-img/th00012120.png
Pokemon,วัฒนาการเมก้า,MA1,เมก้ายูกิโนะโอ ex,Mega Abomasnow ex,036/126,RR,https://asia.pokemon-card.com/th/card-img/th00012121.png
Pokemon,วัฒนาการเมก้า,MA1,อุเด็ปโป,Clauncher,037/126,C,https://asia.pokemon-card.com/th/card-img/th00012122.png
Pokemon,วัฒนาการเมก้า,MA1,บลอสเตอร์,Clawitzer,038/126,R,https://asia.pokemon-card.com/th/card-img/th00012123.png
Pokemon,วัฒนาการเมก้า,MA1,เมซซอน,Sobble,039/126,C,https://asia.pokemon-card.com/th/card-img/th00012124.png
Pokemon,วัฒนาการเมก้า,MA1,จิเมเลียน,Drizzile,040/126,C,https://asia.pokemon-card.com/th/card-img/th00012125.png
Pokemon,วัฒนาการเมก้า,MA1,อินเทเลียน,Inteleon,041/126,U,https://asia.pokemon-card.com/th/card-img/th00012126.png
Pokemon,วัฒนาการเมก้า,MA1,ยูกิฮามิ,Snom,042/126,C,https://asia.pokemon-card.com/th/card-img/th00012127.png
Pokemon,วัฒนาการเมก้า,MA1,มอสโนว์,Frosmoth,043/126,U,https://asia.pokemon-card.com/th/card-img/th00012128.png
Pokemon,วัฒนาการเมก้า,MA1,โคโอริปโปะ,Eiscue,044/126,C,https://asia.pokemon-card.com/th/card-img/th00012129.png
Pokemon,วัฒนาการเมก้า,MA1,คอยล์,Magnemite,045/126,C,https://asia.pokemon-card.com/th/card-img/th00012130.png
Pokemon,วัฒนาการเมก้า,MA1,แรคอยล์,Magneton,046/126,C,https://asia.pokemon-card.com/th/card-img/th00012131.png
Pokemon,วัฒนาการเมก้า,MA1,จิบะคอยล์,Magnezone,047/126,U,https://asia.pokemon-card.com/th/card-img/th00012132.png
Pokemon,วัฒนาการเมก้า,MA1,ไรโค,Raikou,048/126,R,https://asia.pokemon-card.com/th/card-img/th00012133.png
Pokemon,วัฒนาการเมก้า,MA1,ราคุไร,Electrike,049/126,C,https://asia.pokemon-card.com/th/card-img/th00012134.png
Pokemon,วัฒนาการเมก้า,MA1,เมก้าไลโวลต์ ex,Mega Manectric ex,050/126,RR,https://asia.pokemon-card.com/th/card-img/th00012135.png
